Date,Open,High,Low,Close,Volume
2014-05-11,48.296,49.674,44.909,46.936,107861495
2014-05-18,47.266,50.629,47.217,49.983,104563893
2014-05-25,49.571,57.496,49.507,57.479,149555623
2014-06-01,57.44,60.249,56.164,59.69,98717731
2014-06-08,59.919,62.127,58.929,61.447,89741995
2014-06-15,61.349,62.291,59.601,61.101,84921998
2014-06-22,60.933,64.403,60.489,62.883,90894650
2014-06-29,62.774,64.277,61.904,63.154,76655068
2014-07-06,63.214,67.981,62.813,67.479,77313047
2014-07-13,67.443,67.461,61.171,62.851,104141744
2014-07-20,63.329,65.1,62.249,63.453,69439013
2014-07-27,64.527,65.357,59.86,60.266,139288373
2014-08-03,60.316,62.184,58.93,60.771,69288282
2014-08-10,61.029,64.424,60.044,63.693,80021620
2014-08-17,64.174,66,63.344,65.584,61872671
2014-08-24,66.009,68.507,65.893,68.456,62076651
2014-08-31,68.793,69.329,67.259,68.234,51469243
2014-09-07,68.357,69.657,67.153,67.954,48948361
2014-09-14,67.771,69.899,67.743,68.079,57815303
2014-09-21,68.22,68.22,63.657,65.36,82131931
2014-09-28,65.181,65.279,62.697,64.107,57444520
2014-10-05,63.439,65.8,62.47,65.649,71154517
2014-10-12,66,66.856,64.483,64.583,75862556
2014-10-19,64.464,64.639,47.286,51.013,267856778
2014-10-26,50.857,55.286,50.777,55.003,119673379
2014-11-02,54.843,56.253,53.514,56.11,70342678
2014-11-09,56.176,56.503,53.77,54.88,61909540
2014-11-16,54.707,56.3,53.863,55.149,56977872
2014-11-23,55.029,55.643,51.357,51.469,74947586
2014-11-30,51.509,51.923,49.143,49.513,62725278
2014-12-07,49.286,51.136,48.234,50.131,61859161
2014-12-14,49.567,49.983,46.98,47.783,69633970
2014-12-21,48.039,48.929,45.077,48.589,79865814
2014-12-28,48.543,49.484,47.473,48.579,30574985
2015-01-04,47.97,50.331,47.653,49.849,37711954
2015-01-11,49.259,49.259,45.661,47.041,63248948
2015-01-18,47.09,48.25,45.264,48.191,82924926
2015-01-25,48.571,62.743,47.714,62.493,215313014
2015-02-01,62.571,65.34,61.957,63.114,98325808
2015-02-08,62.843,65.467,61.956,63.48,65013102
2015-02-15,63.199,66.63,62.637,66.586,58983813
2015-02-22,66.516,68.714,65.944,68.314,41338052
2015-03-01,68.22,69.5,67.143,67.844,44322439
2015-03-08,67.714,68.607,64.844,64.874,59202500
2015-03-15,64.99,65.093,61.983,62.629,78095500
2015-03-22,61.547,61.786,59.3,61.186,84949200
2015-03-29,60.89,63.099,58.573,59.253,78093400
2015-04-05,59.716,60.564,58.703,59.154,52023405
2015-04-12,58.769,64.996,58.464,64.939,78856491
2015-04-19,67.214,82.143,67.057,81.65,277947019
2015-04-26,81.586,82.304,78.956,79.771,82490415
2015-05-03,80.293,81.786,78.894,79.576,53083975
2015-05-10,79.571,82.443,78.9,82.086,70626045
2015-05-17,82.324,88.349,82.186,87.607,92881460
2015-05-24,87.544,89.786,87.024,88.839,66898342
2015-05-31,88.874,90.206,87.786,89.151,40678036
2015-06-07,88.837,90.54,87.944,90.46,45388112
2015-06-14,90.771,98.97,88.996,94.419,127096445
2015-06-21,92.857,96.419,91.659,93.871,73777900
2015-06-28,95.043,100.89,93.089,93.089,181434736
2015-07-05,91.506,95.239,91.117,94.044,67208358
2015-07-12,93.473,98.503,92.284,97.229,84738500
2015-07-19,98.1,117.88,97.05,114.77,172332847
2015-07-26,114.7,114.7,108.9,109.34,63694500
2015-08-02,107.79,115,103.88,114.31,59732200
2015-08-09,114.6,129.29,111.78,123.52,108795162
2015-08-16,126.09,126.5,118.66,123.39,62844078
2015-08-23,123.14,126.75,102.75,103.96,90004400
2015-08-30,88.75,119.35,85.5,117.63,191015525
2015-09-06,115.24,117,97.34,98.79,146584200
2015-09-13,102.08,102.79,93.55,97.51,117401445
2015-09-20,96.84,107.5,93.61,102.62,113727751
2015-09-27,103.3,105.45,96.78,102.24,85190663
2015-10-04,101.57,106.87,96.85,106.11,90407123
2015-10-11,107.48,115.83,102.6,113.33,119573666
2015-10-18,114.45,115.42,98.41,98.99,133185534
2015-10-25,98.07,103.62,96.26,100.04,91876328
2015-11-01,100.05,110.1,99.38,108.38,62807900
2015-11-08,109.2,115.68,106.3,114.06,66511499
2015-11-15,113.36,115.25,103.27,103.65,74747412
2015-11-22,102.97,124.07,101.86,123.84,113466100
2015-11-29,124.3,126.39,120.03,125.44,51685700
2015-12-06,126.03,132.2,122.42,130.93,97426838
2015-12-13,131.19,133.27,118.6,118.91,89310847
2015-12-20,119.77,126.35,114.66,118.02,78902680
2015-12-27,119.51,119.59,114.86,117.33,34219599
2016-01-03,117.26,119.6,113.85,114.38,32300558
2016-01-10,109,122.18,104.96,111.39,117457739
2016-01-17,112.13,117.78,101.21,104.04,100281509
2016-01-24,106.57,110.14,97.0501,100.72,142711233
2016-01-31,99.78,102.68,90.11,91.84,106025369
2016-02-07,91.79,97.18,81.86,82.79,110870270
2016-02-14,80.57,92.21,79.95,87.4,108260645
2016-02-21,89,94.9,87.54,89.23,62065931
2016-02-28,90.75,97.48,86.7,94.79,74350105
2016-03-06,94.81,102.22,93.34,101.59,81787383
2016-03-13,101,101.79,94.5,97.66,79244286
2016-03-20,97.2,102.41,96.43,101.12,62852590
2016-03-27,101.15,102.1,97.07,98.36,37632990
2016-04-03,98.34,105.79,97.82,105.7,62904741
2016-04-10,105.9,106.44,102.82,103.81,45747423
2016-04-17,104.04,111.85,102.21,111.51,53237792
2016-04-24,109.9,110.7,93.14,95.9,131151197
2016-05-01,95.7,95.7461,88.21,90.03,62301818
2016-05-08,90.41,93.25,88.11,90.84,48886817
2016-05-15,90.73,93.25,85.74,87.88,60286809
2016-05-22,87.56,93.28,86.15,92.49,59002326
2016-05-29,92.98,104,92.85,103.3,73405111
2016-06-05,102.95,103.45,98.53,99.59,31274585
2016-06-12,100.29,101.63,93.28,93.75,41555936
2016-06-19,95.02,97.2,93.2474,94.45,41369523
2016-06-26,95.22,95.88,87.21,88.44,50522507
2016-07-03,87.88,97,84.81,96.67,57878241
2016-07-10,95.2,101.27,93.18,97.06,57092061
2016-07-17,96.19,98.7,94.09,98.39,47343832
2016-07-24,98.43,99.84,84.5,85.89,117624527
2016-07-31,85.73,93.1,85.01,91.24,51185082
2016-08-07,91.23,97.74,90.5,97.05,48840902
2016-08-14,95.91,96.83,92.95,96.59,37710346
2016-08-21,96.83,97.2168,94.4,95.87,32645676
2016-08-28,95.67,98.245,94.91,97.58,31698397
2016-09-04,96.97,98.85,96.57,97.38,24738269
2016-09-11,97.76,100.32,96.5,96.5,25031308
2016-09-18,95.91,99.49,95.33,99.48,38921448
2016-09-25,99.9,100.35,93.26,95.94,46272782
2016-10-02,95.38,99.53,94.04,98.55,36137796
2016-10-09,98,106.97,98,104.82,51632267
2016-10-16,103.18,104.53,97.63,101.47,37337702
2016-10-23,100.5,127.85,98.38,127.5,110290499
2016-10-30,127.42,129.29,125.75,126.57,45525564
2016-11-06,126.85,126.9,121.62,122.03,28431699
2016-11-13,124.26,125.81,113.11,114.78,47420073
2016-11-20,114.75,116.81,110.68,115.21,35845357
2016-11-27,116.2,119.46,116.19,117.41,19894845
2016-12-04,117.05,120.98,113.95,120.81,36592273
2016-12-11,120.73,126.35,118.4,122.88,39512701
2016-12-18,122.84,127.43,122.3,124.22,29213972
2016-12-25,124.3,127.737,122.87,125.59,21030558
2017-01-01,126.24,129.07,123.6,123.8,17174071
2017-01-08,124.96,133.88,124.31,131.07,36319463
2017-01-15,131.48,133.93,128.5,133.7,32667781
2017-01-22,135.04,143.46,131.06,138.6,54729911
2017-01-29,138.65,142.49,137.03,142.47,34242140
2017-02-05,141.77,142.41,138.8,140.25,24298898
2017-02-12,140,145.299,139.16,144.82,28169117
2017-02-19,145.19,145.95,140.05,142.22,24617853
2017-02-26,142.99,144.49,141.52,143.25,14492701
2017-03-05,143.12,143.92,138.26,139.14,22372912
2017-03-12,141,142.84,139.74,140.89,20570579
2017-03-19,140.846,146.5,140.321,145.11,26731290
2017-03-26,145.45,147.7,140.76,142.02,24733406
2017-04-02,140.83,148.29,140,147.81,21218833
2017-04-09,146.7,148.005,142.71,143.11,19463885
2017-04-16,143.04,145.74,141.21,142.92,17937721
2017-04-23,144.43,147.4,138.66,142.87,57693368
2017-04-30,143.61,153.52,143.4,152.2,48791795
2017-05-07,151.91,158.59,151.61,156.6,29064645
2017-05-14,156.55,161.1,155.3,160.81,26351624
2017-05-21,160.25,161.78,153,157.02,27447747
2017-05-28,157.86,164.1,156.43,162.43,23465286
2017-06-04,163.6,165.36,160.74,165.18,18305803
2017-06-11,165.49,166.87,154.5,158.03,25582165
2017-06-18,155.3,155.68,147.3,152.38,42853384
2017-06-25,154.29,158.19,151.4,158.02,27231168
2017-07-02,158.78,159.97,148,149.41,31364560
2017-07-09,149.8,150.75,144.25,150.18,19523860
2017-07-16,150.34,161.35,149.65,161.12,30935109
2017-07-23,162.91,191.5,160.02,188.54,92889319
2017-07-30,188.685,190.25,179.38,184.03,36044394
2017-08-06,184.26,184.974,177.815,180.27,24847598
2017-08-13,181,182.27,167.6,171.4,34901693
2017-08-20,169.8,172.45,165.72,166.54,32582422
2017-08-27,166.91,171.236,164.23,165.95,25406449
2017-09-03,166.43,176.48,164.73,174.74,27037974
2017-09-10,173.4,180.39,172.44,176.42,23942622
2017-09-17,178.1,185.33,178.03,182.35,27053857
2017-09-24,183.61,189.95,182.73,187.35,27542325
2017-10-01,186.46,186.55,176.55,181.26,28251349
2017-10-08,182.11,198.92,176.58,198.02,55181838
2017-10-15,199.1,200.82,192.1,199.49,39454535
2017-10-22,201.95,204.38,191.16,194.16,69960383
2017-10-29,194.17,200.65,191.035,199.54,32644265
2017-11-05,199.69,201.099,195.218,200.01,23260739
2017-11-12,200,202.48,189.5,192.02,29127578
2017-11-19,191.12,197.7,191,193.2,21822647
2017-11-26,193.3,197.52,191.9,195.75,16422608
2017-12-03,195.56,199.68,184.32,186.82,37193453
2017-12-10,189.36,189.72,178.38,188.54,29829173
2017-12-17,187.85,192.64,184.818,190.12,29258933
2017-12-24,191.2,191.65,185.26,189.94,26347093
2017-12-31,189.78,194.49,185.22,191.96,22320166
2018-01-07,196.1,210.02,195.42,209.99,32573425
2018-01-14,210.02,222.55,206.91,221.23,33459835
2018-01-21,224.24,226.07,216.32,220.46,41282580
2018-01-28,222,274.6,221.2,274.6,88318235
2018-02-04,274.2,286.81,262.71,267.43,59802249
2018-02-11,262,272.45,236.11,249.47,59340044
2018-02-18,252.14,281.8,249,278.52,45314600
2018-02-25,277.74,286.64,274.45,285.93,33278840
2018-03-04,288.75,301.18,283.23,301.05,52604913
2018-03-11,302.85,331.44,297.6,331.44,80484450
2018-03-18,333.56,333.98,313.278,318.45,56738066
2018-03-25,315.8,319.5,300.36,300.94,38774271
2018-04-01,309.36,322.9,275.9,295.35,62175340
2018-04-08,291.94,299.16,271.224,288.85,61114555
2018-04-15,291.77,317.49,289.12,311.65,57746066
2018-04-22,315.99,338.82,304,327.77,82992996
2018-04-29,329.15,331.22,292.615,311.76,54122013
2018-05-06,311.07,320.98,305.73,320.09,32167887
2018-05-13,321.995,332.055,319.34,326.46,27378990
2018-05-20,327.25,330.504,322.434,324.18,21021011
2018-05-27,327.11,354.36,325.45,351.29,45246874
2018-06-03,351.5,359.99,346.71,359.93,29437431
2018-06-10,362.685,369.83,355.51,360.57,37256118
2018-06-17,361.88,398.86,360.91,391.98,55132660
2018-06-24,387.72,423.206,386.5,411.09,68835027
2018-07-01,404.69,411.587,378.75,391.43,75695904
2018-07-08,385.45,408.65,380,408.25,30501344
2018-07-15,415.95,419.77,395.081,395.8,58714864
2018-07-22,398.98,403.355,344,361.05,135109033
2018-07-29,359.145,367.4,351.65,355.21,48816112
2018-08-05,351.93,352.03,328,343.09,56116251
2018-08-12,342.865,357.31,341.74,345.87,30729265
2018-08-19,339.89,347.19,312.96,316.78,41580957
2018-08-26,314.64,359.15,310.928,358.82,63370577
2018-09-02,367.145,376.809,360,367.68,53693111
2018-09-09,366.47,368.88,335.83,348.68,42853981
2018-09-16,352.27,374.09,343.08,364.56,35553564
2018-09-23,364.22,377.61,349.57,361.19,48061421
2018-09-30,359,383.2,354.33,374.13,44363190
2018-10-07,375.85,386.8,343,351.35,45411189
2018-10-14,345.18,358.72,315.81,339.56,69266492
2018-10-21,337.63,380,326.93,332.67,99160594
2018-10-28,333.1,336.58,292.3,299.83,84006760
2018-11-04,305.26,321.88,271.209,309.1,94270981
2018-11-11,311.1,332.05,298.01,303.47,57826441
2018-11-18,300,303.55,278.297,286.21,59077146
2018-11-25,283.79,285.09,250,258.82,45955766
2018-12-02,260.55,290.81,253.8,286.13,65741049
2018-12-09,293.19,298.72,263.38,265.14,52458991
2018-12-16,264.19,281.77,260.609,266.84,49200079
2018-12-23,266.51,280.87,241.29,246.39,71963784
2018-12-30,242,261.914,231.23,256.08,47172854
2019-01-06,260.16,297.8,256.58,297.57,59488197
2019-01-13,302.1,341.09,301.65,337.59,80295352
2019-01-20,334.24,358.85,329.13,339.1,92558599
2019-01-27,334.89,340,318.6,338.05,53719790
2019-02-03,334.7,346.84,328.151,339.85,43905078
2019-02-10,342.6,360,338,347.57,40241592
2019-02-17,350,364.4,344.81,356.87,44968726
2019-02-24,355.8,366.71,353.88,363.02,28823411
2019-03-03,367.01,371.49,354.692,357.32,29857160
2019-03-10,359.72,362.86,342.47,349.6,32686814
2019-03-17,352,364,350.03,361.46,30710587
2019-03-24,362.47,379,356.8,361.01,42858679
2019-03-31,359,368.38,349.2,356.56,33059286
2019-04-07,359,373.411,358.51,365.49,26104260
2019-04-14,365.11,370.12,349.36,351.14,36811697
2019-04-21,350.71,368.764,342.27,360.35,53989842
2019-04-28,359.7,384.8,359,374.85,40489623
2019-05-05,373.68,385.99,368.348,385.03,27477550
2019-05-12,377.69,381.35,352.75,361.04,30879720
2019-05-19,352.29,364,341.39,354.45,30886755
2019-05-26,351.23,370.46,345.4,354.39,24338679
2019-06-02,354.39,361.2,342.92,343.28,19407548
2019-06-09,343.56,365.15,332.65,360.87,29248578
2019-06-16,363.65,367.1,336.155,339.73,29020035
2019-06-23,342.69,371.45,342.06,369.21,29801740
2019-06-30,370.27,375,358.29,367.32,22981581
2019-07-07,373.5,381.99,370.31,380.55,16161651
2019-07-14,378.19,384.76,372.792,373.25,26898238
2019-07-21,372.94,373.68,314.23,315.1,75055819
2019-07-28,312,336,305.81,335.78,60504211
2019-08-04,335.98,336.4,311.8,318.83,30915130
2019-08-11,310.96,316.64,296.813,308.93,35448932
2019-08-18,305.46,316.43,288,302.8,36000377
2019-08-25,306.25,311.75,290.32,291.44,29301872
2019-09-01,295.24,299.93,287.197,293.75,23810106
2019-09-08,290.82,293.97,282.785,290.17,22476754
2019-09-15,294.81,301.55,282.663,294.15,39552992
2019-09-22,294.23,299.15,266,270.75,50465997
2019-09-29,268.345,273.39,252.28,263.08,56914199
2019-10-06,264,275.485,257.01,272.79,42444267
2019-10-13,271.99,287.87,264.57,282.93,39721060
2019-10-20,283.93,308.75,273.36,275.3,93596597
2019-10-27,272.89,279.94,265.8,276.82,41312844
2019-11-03,277.99,293.49,277.35,286.81,30634490
2019-11-10,288,298.19,285.84,291.57,23504899
2019-11-17,289.16,296.36,281.14,295.03,31831334
2019-11-24,296,312.69,293.28,310.48,33115251
2019-12-01,308.83,316.82,305.25,314.66,19715633
2019-12-08,314.39,314.39,298.81,307.35,24087684
2019-12-15,307.35,311.49,292.02,298.5,30508873
2019-12-22,300.85,338,298.63,336.9,46064645
2019-12-29,337.76,337.95,326.01,329.09,16420269
2020-01-05,329.08,329.98,321.09,325.9,16174063
2020-01-12,323.12,343.42,321.2,329.05,26958122
2020-01-19,331.8,345.38,331.51,339.67,29738297
2020-01-26,340,359.85,323.6,353.16,72220255
2020-02-02,345.95,352.4,338.55,345.09,32738383
2020-02-09,347.24,375.25,346.28,366.77,28579017
2020-02-16,365,385.37,362.52,380.4,22913429
2020-02-23,379.3,392.95,376.68,380.07,18091811
2020-03-01,364.76,391.562,356.8,369.03,44525058
2020-03-08,373.11,393.52,356.85,368.97,37744004
2020-03-15,343.86,364.54,307.32,336.295,42598472
2020-03-22,306.63,350.49,290.25,332.83,54637303
2020-03-29,347.89,372.93,339.17,357.12,49039023
2020-04-05,363,383.01,357.51,361.76,34114127
2020-04-12,365.22,381.33,361.71,370.72,29850534
2020-04-19,371.31,449.52,367.7003,422.96,65580051
2020-04-26,435.17,447,413,424.99,79579833
2020-05-03,425,429,393.6,415.27,42325683
2020-05-10,417.78,442,414.87,435.55,31450677
2020-05-17,436.33,455,427.27,454.19,33350276
2020-05-24,451.16,458.97,427.18,429.32,32737712
2020-05-31,427.77,428.5,397.86,419.73,29258098
2020-06-07,418.83,428.71,404.25,419.6,22069508
2020-06-14,416,445.57,406.5,418.07,31469340
2020-06-21,421.4,453.97,415.4238,453.72,26726361
2020-06-28,455.01,474.01,442.24,443.4,27985971
2020-07-05,445.23,492.28,432.14,476.89,25099878
2020-07-12,480.77,555.8799,479.8,548.73,46646670
2020-07-19,567.98,575.37,484.14,492.99,93039318
2020-07-26,489.14,506.22,467.54,480.45,43489883
2020-08-02,484.51,497.7927,477.5101,488.88,32994444
2020-08-09,490.86,510.82,486.68,494.73,25433893
2020-08-16,493.35,497.4584,466.55,482.68,23414074
2020-08-23,484.19,498.94,479.1,492.31,18139054
2020-08-30,495.4383,549.04,483.16,523.89,44344014
2020-09-06,521.16,557.3895,485.98,516.05,37751453
2020-09-13,498.4,522,476.81,482.03,23696192
2020-09-20,480.62,504.66,458.6,469.96,29194542
2020-09-27,467.6923,491.82,466.32,482.88,20162923
2020-10-04,489.1094,529.55,477.88,503.06,27175676
2020-10-11,506.8,544.28,501.6997,539.44,26443533
2020-10-18,548.81,572.49,530.03,530.79,31964142
2020-10-25,537.07,541.8,481.35,488.28,46946173
2020-11-01,487.025,513.8999,472.21,475.74,34740579
2020-11-08,478.87,518.7337,475,514.73,22844866
2020-11-15,485.54,496.52,463.41,482.84,32264015
2020-11-22,480,494.76,477.3,488.24,17791459
2020-11-29,490.46,493.25,475.84,491.36,15378856
2020-12-06,490.08,509.47,481.2678,498.31,18114891
2020-12-13,500.01,521.4909,491.29,503.22,18909377
2020-12-20,505.44,536.37,501.18,534.45,20547094
2020-12-27,530.05,532.62,512.2104,513.97,9339632
2021-01-03,516.43,545.5,507.13,540.73,14182833
2021-01-10,539,540.8,499.5,510.4,19584886
2021-01-17,507.84,514.5,485.6701,497.98,24908389
2021-01-24,501,593.2877,493.5427,565.17,64344719
2021-01-31,567,569.75,515.73,532.39,31195695
2021-02-07,536.79,559.48,531.73,550.79,18028076
2021-02-14,555,566.65,543,556.52,15414199
2021-02-21,557.286,563.63,538.2265,540.22,9994748
2021-02-28,534.99,556.8499,518.28,538.85,18468617
2021-03-07,545.5734,556.99,498.7901,516.39,21551614
2021-03-14,514.46,530.235,492.85,518.02,19919496
2021-03-21,516.32,533.42,501.63,512.18,18024749
2021-03-28,509.13,543.12,496.68,508.05,21440820
2021-04-04,505.66,540.5,504.4,539.42,13189926
2021-04-11,540.01,556.9,529.23,555.31,16185291
2021-04-18,551.05,559.75,538.53,546.54,15752823
2021-04-25,546.9,563.56,500.55,505.55,54819530
2021-05-02,506.76,514.55,499,513.47,20884183
2021-05-09,512.65,518.95,491.37,503.84,18487247
2021-05-16,502,503.15,478.63,493.37,19253197
2021-05-23,485.59,505.4,478.54,497.89,15449818
2021-05-30,501.05,511.76,498.54,502.81,13742427
2021-06-06,504.01,505.41,487.25,494.74,11799466
2021-06-13,492.9169,498.82,482.14,488.77,15727895
2021-06-20,489.68,504.49,486.28,500.77,19433350
2021-06-27,501.64,533.06,492.28,527.07,23691624
2021-07-04,528.12,538.5351,524.56,533.98,12694037
2021-07-11,533,544.64,528.58,535.98,11543768
2021-07-18,540.3,557.5399,527.05,530.31,18347840
2021-07-25,526.05,536.64,504.66,515.41,30871536
2021-08-01,514.38,524.47,509.0101,517.57,11677162
2021-08-08,519,526.84,505.37,520.55,11191918
2021-08-15,521.1469,522.6699,507.2014,515.92,8866136
2021-08-22,515.24,551.3883,512.3,546.88,18198746
2021-08-29,545.98,564.17,543.74,558.92,11625250
2021-09-05,557.25,598.7567,556.45,590.53,19361726
2021-09-12,594.69,615.6,593.67,598.72,18160460
2021-09-19,598.57,598.57,575.37,589.35,15252617
2021-09-26,586.79,599.32,568.08,592.39,14657363
2021-10-03,587.95,619,576.93,613.15,23863702
2021-10-10,613.39,646.84,594.68,632.66,25939638
2021-10-17,633.195,639.42,621.99,628.29,15303866
2021-10-24,632.1,665.46,617.15,664.78,37547301
2021-10-31,663.74,690.9699,657.07,690.31,15699968
2021-11-07,689.06,689.97,645.01,645.72,19482871
2021-11-14,650.29,683.34,642.11,682.61,14775659
2021-11-21,681.235,700.9894,671.49,678.8,12312248
2021-11-28,676.02,679.48,646.05,665.64,9826030
2021-12-05,663.2,675.38,594,602.13,20195715
2021-12-12,606.01,632.455,601,611.66,13546265
2021-12-19,612,612.64,581.74,586.73,15945570
2021-12-26,586.43,616.88,584.26,614.09,9634685
2022-01-02,615,620.61,602.05,602.44,8854873
2022-01-09,605.61,609.99,538.2175,541.06,20705360
2022-01-16,538.49,544.27,511.88,525.69,23687525
2022-01-23,520.08,526.64,379.99,397.5,80761185
2022-01-30,383.91,394.8,351.46,384.36,96507931
2022-02-06,401.97,458.48,396.6391,410.17,74656569
2022-02-13,410.17,412.98,387.65,391.31,38801483
2022-02-20,387.59,409.36,385.7,391.29,29346336
2022-02-27,388.95,392.42,354.72,390.8,23222165
2022-03-06,387.33,397.75,357.17,361.73,25088310
2022-03-13,360.41,367.02,340,340.32,28284916
2022-03-20,338.72,381.8,329.82,380.6,32494099
2022-03-27,378.02,386.66,366.43,373.85,20302593
2022-04-03,375.23,396.5,366.73,373.47,23006416
2022-04-10,373.55,396.02,353.6897,355.88,24572720
2022-04-17,350,359.41,339.86,341.13,15176144
2022-04-24,340,351.68,210.05,215.52,250416136
2022-05-01,213.81,216.66,185.6,190.36,108523579
2022-05-08,191.71,204.38,175.81,180.97,69806615
2022-05-15,177.655,187.77,162.71,187.64,71379202
2022-05-22,193.3,195.89,175.71,186.35,56565237
2022-05-29,186.15,195.25,177.17,195.19,42466411
2022-06-05,196.18,205.47,190.8,198.98,36629507
2022-06-12,202.09,207.38,180.85,182.94,37478902
2022-06-19,177.07,183.845,164.28,175.51,54508449
2022-06-26,177.6,191.19,169.8,190.85,46150407
2022-07-03,191.77,192.2,170.3,179.95,34428916
2022-07-10,176.28,190.21,172.6801,186.975,25262633
2022-07-17,184.73,189.22,169.702,189.11,50986705
2022-07-24,192.5,229.35,188.4,220.44,139657396
2022-07-31,221.31,230.75,211.64,224.9,48989839
2022-08-07,223.095,232.07,220.88,226.78,30969546
2022-08-14,227.49,251.62,224.65,249.3,41311956
2022-08-21,248.11,251.99,235.68,241.16,30076515
2022-08-28,232.55,236.95,223.15,223.28,28450070
2022-09-04,221.93,233.8814,218.74,226.11,36923537
2022-09-11,225.59,234.7799,214.69,233.57,29057841
2022-09-18,233.61,242.2871,215.8,240.13,60646192
2022-09-25,245.05,250.49,221.43,226.41,64341766
2022-10-02,225.6,246.98,220.72,235.44,64419728
2022-10-09,237.85,245.7999,224.28,224.75,52403998
2022-10-16,225.64,238.8,211.73,230,71024611
2022-10-23,234.41,290.75,234.4,289.57,135615969
2022-10-30,290.23,305.63,280.36,295.72,68749521
2022-11-06,295.13,299.7,255.32,260.79,42971221
2022-11-13,261.06,290.66,252.09,290.13,42118010
2022-11-20,290,312.71,287,287.98,58877214
2022-11-27,291,292.47,277.34,285.54,22656567
2022-12-04,284,321.99,275.94,320.41,53919511
2022-12-11,316.46,329,302.1,320.01,45009416
2022-12-18,320,332.7236,286.55,290.71,60252934
2022-12-25,289.73,300.66,280.81,294.965,31565254
2023-01-01,293.19,295.4999,273.41,294.88,28897886
2023-01-08,298.06,316.77,288.7,315.55,33397247
2023-01-15,316.83,336.65,311.07,332.82,48561657
2023-01-22,331.08,344,313.39,342.5,63499636
2023-01-29,341.715,369.02,340.6329,360.77,50170680
2023-02-05,358.44,379.4301,348.71,365.9,36052487
2023-02-12,363.642,373.83,347.14,347.36,31729685
2023-02-19,349.5,363.75,342.44,347.96,26239601
2023-02-26,342.85,344.1253,314.3,317.15,30325906
2023-03-05,323.87,330,310.38,315.18,25604338
2023-03-12,317,323.3,289,292.76,26895964
2023-03-19,287.34,316.6,285.3301,303.5,36295565
2023-03-26,299.79,331.83,293.54,328.39,44465176
2023-04-02,327.55,345.84,321.28,345.48,34144116
2023-04-09,341.83,349.8,332.63,339.33,16577809
2023-04-16,335.27,347.14,330.04,338.63,23425061
2023-04-23,338,338.39,316.1,327.98,62504610
2023-04-30,330.2,334.66,317.44,329.93,25483649
2023-05-07,329.435,331.23,315.62,322.76,22594447
2023-05-14,322.99,348.1664,322.03,339.89,29439233
2023-05-21,340.62,375.87,329.615,365.36,39731578
2023-05-28,365.36,383.76,354.31,378.88,35869355
2023-06-04,397.48,407.52,385.79,400.47,30915563
2023-06-11,400.47,425.9,396.34,420.02,42535251
2023-06-18,418.83,448.65,416.5669,431.96,38054991
2023-06-25,430.18,440,417.73,424.02,23079600
2023-07-02,429.0801,444.12,411.5,440.49,30548134
2023-07-09,439.76,450.97,430.72,438.1,19718657
2023-07-16,438.52,456.48,431.0415,441.91,27911288
2023-07-23,445.57,485,423.19,427.5,82424238
2023-07-30,425,430.8799,411.88,425.78,32174058
2023-08-06,426.51,445.2499,426.27,431.6,28936064
2023-08-13,436.455,443.57,421.3277,421.66,21790658
2023-08-20,421.99,429.12,398.15,404.53,21644647
2023-08-27,402.23,437.02,399.5,416.03,26718316
2023-09-03,418.04,445.5,413.27,439.88,19637029
2023-09-10,438.39,453.45,436.7,442.8,15645168
2023-09-17,443.07,449.89,395.03,396.94,37706606
2023-09-24,395.5,399.465,378.36,379.81,21907563
2023-10-01,382.9,386.62,371.1,377.6,20265395
2023-10-08,377.48,394.9,367.24,381.51,26096784
2023-10-15,378.05,388.7,352.05,355.68,33432542
2023-10-22,356.21,410.64,344.73,400.96,63324340
2023-10-29,403.32,418.84,395.62,397.87,31996180
2023-11-05,402.35,434.815,399.41,432.36,22143913
2023-11-12,434.38,447.48,429.61,447.24,15829935
2023-11-19,447.25,467.65,442.6,465.91,18448498
2023-11-26,465.4,482.7,465.4,479.56,10867441
2023-12-03,479.03,482,464.6,465.74,18000448
2023-12-10,460.99,461.2,445.73,453.76,19682248
2023-12-17,459.36,481.25,457.21,472.06,27069943
2023-12-24,476.3,500.89,475.095,486.76,20282261
2023-12-31,489.39,494.015,481.935,486.88,9046894
2024-01-07,483.185,484.65,461.86,474.06,14760880
2024-01-14,473.89,503.41,472.95,492.16,24541963
2024-01-21,490,494.15,475.2642,482.95,19300317
2024-01-28,487.55,579.64,479.9,570.42,69373616
2024-02-04,571.35,578.5499,560.82,564.64,25151632
2024-02-11,562.47,575.75,554.37,561.32,17588156
2024-02-18,560.36,597,549,583.95,22300793
2024-02-25,580.18,592.43,567.32,583.56,11500828
2024-03-03,583.56,620.28,583.27,619.34,17330696
2024-03-10,621.56,624.42,592,604.82,14859509
2024-03-17,608.08,622.92,596.27,605.88,17306746
2024-03-24,613.56,634.3617,608,628.01,12769725
